name,artists,album,release_date,popularity,duration_ms,explicit,preview_url,external_url,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
lo que dura la canción,"MAGNA, Cuco",lo que dura la canción,2024-11-08,38,191282,False,https://p.scdn.co/mp3-preview/c3d7efedbafc6fb2d447fdf1784ebe751ddc2b7b?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/0Tn2iauUDbOKWpP3et4Wuz,0Tn2iauUDbOKWpP3et4Wuz,0.668,0.536,9,-7.688,1,0.0293,0.636,0.0016,0.43,0.232,116.947,4
Love Is The Only Thing,Lost Frequencies,Love Is The Only Thing,2024-11-08,62,171093,False,https://p.scdn.co/mp3-preview/5f3d9cf29e6a061c5a8113fdc3ea43d724755ed8?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/4r6c2ClnuYLwNv4lEM7XlW,4r6c2ClnuYLwNv4lEM7XlW,0.608,0.688,5,-8.597,0,0.0499,0.0554,0.00736,0.08,0.214,127.938,4
2DK,grentperez,2DK,2024-11-07,46,196343,True,https://p.scdn.co/mp3-preview/3454aa55883b61462f761730f869eb9bcd877d6d?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/7ld4T52HZbs0OFSN6ZqciT,7ld4T52HZbs0OFSN6ZqciT,0.657,0.691,0,-6.953,1,0.0409,0.11,0.504,0.687,0.579,100.01,4
Bikinis and Trackies (feat. Frost Children),"Babymorocco, Frost Children",Bikinis and Trackies (feat. Frost Children),2024-11-04,35,163200,False,,https://open.spotify.com/track/3UtjaTgFZxKN38AkoJ5tED,3UtjaTgFZxKN38AkoJ5tED,0.724,0.87,9,-5.069,1,0.122,0.00766,3.13e-05,0.144,0.873,150.051,4
Right Now,Young Nudy,Right Now,2024-11-06,53,167560,True,https://p.scdn.co/mp3-preview/4bf75e8e81fd96d700cfd84b4444a306fe357fad?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/1rujAl2i7jyiS3gGmZN7L5,1rujAl2i7jyiS3gGmZN7L5,0.721,0.47,1,-8.879,1,0.118,0.0183,0.000431,0.158,0.733,137.497,4
French Tips (feat. Coco Jones),"A$AP Ferg, Coco Jones",DAROLD,2024-11-08,47,186858,True,https://p.scdn.co/mp3-preview/0326945cc1fda07a0924a8fba7573c7236e4e6a1?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/3pPlFiN3TLqHd5uXnRr4Cv,3pPlFiN3TLqHd5uXnRr4Cv,0.735,0.521,11,-5.627,0,0.278,0.229,7.51e-06,0.279,0.36,83.967,4
Glad You Came,Mario,Glad You Came,2024-11-08,41,145517,True,https://p.scdn.co/mp3-preview/3888c094bf402ec2ebfba261569f3253597ff328?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6kLEz38AjUXwYj9XUTiT5j,6kLEz38AjUXwYj9XUTiT5j,0.613,0.782,0,-7.498,1,0.0601,0.369,0.000112,0.0992,0.511,79.979,4
Fighting For,The Score,Last Legends,2024-11-08,44,149000,False,https://p.scdn.co/mp3-preview/79de7f67cf67d57aa7f7dd2344de565f43195b9e?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6K7PFQKztExvMosbnlpOQD,6K7PFQKztExvMosbnlpOQD,0.481,0.795,8,-4.309,1,0.0429,0.0454,1.04e-05,0.372,0.389,93.273,4
Days On End,Brenn!,Days On End,2024-11-08,48,208476,False,,https://open.spotify.com/track/0jCeblxsZemjNoHAvYD5iU,0jCeblxsZemjNoHAvYD5iU,0.577,0.566,0,-8.742,0,0.0309,0.0938,1.97e-05,0.109,0.212,108.009,4
Back 2 Me,Malachiii,Back 2 Me,2024-11-08,39,161622,False,https://p.scdn.co/mp3-preview/cf8db4c938c9db835c2548e2f05a56a842b6fefa?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/4ZWwOIi4ZaXe3abTVLkedj,4ZWwOIi4ZaXe3abTVLkedj,0.834,0.836,10,-5.136,0,0.114,0.0143,0.16,0.0738,0.862,127.988,4
Aqua,DJ Suzy,Aqua,2024-11-08,37,153887,False,https://p.scdn.co/mp3-preview/9472d0ef12cde8d3502c3c5a1946cf3ee55f94cb?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/4iKJ7hwSzVdoI8MhnS6nAP,4iKJ7hwSzVdoI8MhnS6nAP,0.685,0.505,0,-18.351,1,0.0371,0.326,0.514,0.0921,0.925,140.007,4
EN MI MUNDO,"Jasiel Nuñez, Peso Pluma",EN MI MUNDO,2024-11-08,0,307565,False,https://p.scdn.co/mp3-preview/d598e76c28a52e0adcfc1bd65833e48502ff0da4?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/2wr9sstsf2DBgq1BTJr2A9,2wr9sstsf2DBgq1BTJr2A9,0.694,0.594,8,-8.39,0,0.0366,0.396,0.0,0.131,0.672,125.01,3
Game of Pretend,Sarah Julia,Game of Pretend,2024-11-08,35,259568,False,https://p.scdn.co/mp3-preview/94ba58d3842b6e24b60a624a1d9113bb7e0d0a18?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/0CUUFKKSFn4xoDHAnS8AFL,0CUUFKKSFn4xoDHAnS8AFL,0.588,0.287,1,-16.371,1,0.0331,0.905,0.0228,0.18,0.324,139.957,4
Pitch Black,The Amazons,Pitch Black,2024-11-06,41,265188,False,https://p.scdn.co/mp3-preview/90ee2c4223668ae67c76a663f9172d68e5b07b60?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/667WclCD8TE4oLsoWkRoNy,667WclCD8TE4oLsoWkRoNy,0.391,0.921,0,-4.159,0,0.0526,0.0286,2.59e-06,0.0703,0.271,157.946,4
Chasing A Feeling,Flatland Cavalry,Flatland Forever,2024-11-08,42,203793,False,,https://open.spotify.com/track/4UJiJf6bPw5V3HLU462WFR,4UJiJf6bPw5V3HLU462WFR,0.69,0.293,3,-11.261,1,0.031,0.77,0.0123,0.106,0.17,99.181,4
Fall In Love (feat. Odeal),"JayO, Odeal",WHOSDAT,2024-11-08,41,181333,False,,https://open.spotify.com/track/5JV1b92v3C6Css76envcRx,5JV1b92v3C6Css76envcRx,0.774,0.482,5,-9.712,0,0.0384,0.441,1.03e-05,0.109,0.621,89.968,4
Somebody New,Blusher,Somebody New,2024-11-06,40,185660,False,https://p.scdn.co/mp3-preview/f2f8ecb878d47667f3c2ce5c32ea274e10519c65?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6nZ7OxSAEQ9MDRpujyKugb,6nZ7OxSAEQ9MDRpujyKugb,0.767,0.768,5,-6.232,1,0.0712,0.0164,0.239,0.13,0.679,128.014,4
Tantalizing,"Tiësto, Soaky Siren",Tantalizing,2024-11-08,57,146341,False,https://p.scdn.co/mp3-preview/1c9e4df24757a5562f2e7fb04765c038d479d438?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/799db91cR00On6N158VLHS,799db91cR00On6N158VLHS,0.671,0.888,10,-4.285,0,0.0412,0.0022,0.0106,0.0951,0.412,123.031,4
Leave,Loe Shimmy,Nardy World,2024-11-08,36,117621,True,https://p.scdn.co/mp3-preview/77e2dfe48b4c65395638cb24ed33bcf1e89eb714?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6aC4vyxBpqYo39ym2cNOtw,6aC4vyxBpqYo39ym2cNOtw,0.545,0.374,9,-8.054,0,0.0451,0.953,0.0,0.0964,0.522,104.519,5
Dr. Britt Baker,"Westside Gunn, DJ Drama, Brother Tom Sos",Still Praying,2024-11-01,56,309678,True,https://p.scdn.co/mp3-preview/72ba2e2509896ee4ce558310b0d01b54b4a08ed6?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/08vyopstusuqW5qtK9EVh2,08vyopstusuqW5qtK9EVh2,0.513,0.573,2,-9.467,0,0.14,0.121,1.64e-05,0.119,0.742,144.351,4
FORTY,Nicki Nicole,FORTY,2024-11-07,51,128007,True,https://p.scdn.co/mp3-preview/d6f11d924d3eedc7f8ed6c745bf4b298bc8c23fb?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6jeD3gK27dyfg6rK3yeJAM,6jeD3gK27dyfg6rK3yeJAM,0.766,0.703,1,-4.799,0,0.0662,0.0566,1.37e-05,0.0921,0.381,130.088,4
Corridos y Alcohol,"Steve Aoki, Oscar Maydon",Corridos y Alcohol,2024-11-07,53,171096,False,https://p.scdn.co/mp3-preview/c9d68d307c6c4a2fbea152649c5313f09b3b601e?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/0rM42t81JYJ3N6FOmD9gTQ,0rM42t81JYJ3N6FOmD9gTQ,0.725,0.917,2,-5.037,1,0.0357,0.0211,3.53e-06,0.103,0.888,132.028,4
What Have You Done To Me?,Imogen Heap,What Have You Done To Me?,2024-11-01,48,378332,False,https://p.scdn.co/mp3-preview/bbb7104d0725bd4a20108ecca98d6450b2555122?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/17R2aajQzh7XyR4b9pnggt,17R2aajQzh7XyR4b9pnggt,0.416,0.682,4,-8.259,0,0.0483,0.0275,0.000184,0.104,0.165,173.915,4
Holy Grail,Bradley Simpson,Holy Grail,2024-11-08,38,174000,False,https://p.scdn.co/mp3-preview/f8b14bc91742a0b3e9603ea3aa06a0605260405c?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6Gotxbh6LfoD7ttFHsp4Ni,6Gotxbh6LfoD7ttFHsp4Ni,0.325,0.5,8,-7.753,1,0.0422,0.508,0.0,0.13,0.208,70.259,1
Missin' Me Missin' You,Chase Matthew,Missin' Me Missin' You,2024-11-08,47,160774,False,https://p.scdn.co/mp3-preview/42077b02abc69f174100af9613bf4c43c1099dbf?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6ioFnr4tVGy4kHhyK2fOAw,6ioFnr4tVGy4kHhyK2fOAw,0.535,0.893,8,-5.608,0,0.0308,0.0847,0.0,0.161,0.805,141.961,4
Hard Fought Hallelujah,Brandon Lake,Hard Fought Hallelujah,2024-11-08,57,316000,False,https://p.scdn.co/mp3-preview/e4fe1bfe53e29463a6cbb91d6dbb5a9d8a272089?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/6ye2zG3DhdwDf6VRVyj4jx,6ye2zG3DhdwDf6VRVyj4jx,0.505,0.509,9,-6.634,0,0.0331,0.225,1.44e-06,0.0998,0.303,143.694,3
ellipsis,Pem,ellipsis,2024-11-07,33,243314,False,https://p.scdn.co/mp3-preview/7223a0e85b129d64a4232236399b9b34f4a02318?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/7nHtlqsooMoimCnxQx36bV,7nHtlqsooMoimCnxQx36bV,0.352,0.424,9,-10.034,0,0.0437,0.35,0.000883,0.143,0.216,141.11,4
I'm So Sorry,Girl Scout,Headache,2024-11-08,36,240826,False,https://p.scdn.co/mp3-preview/e6df2e13554493fc87814b5dc1bb687020d27cb8?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/66UdYj3MIsMI8WryDpRZwb,66UdYj3MIsMI8WryDpRZwb,0.391,0.647,7,-4.438,1,0.0388,0.055,0.00608,0.282,0.128,80.032,4
Suck The Cherry,The Velveteers,Suck The Cherry,2024-11-07,32,183246,False,,https://open.spotify.com/track/5A0h8ERfGBpChu89c2x6gi,5A0h8ERfGBpChu89c2x6gi,0.708,0.817,8,-7.299,1,0.0395,0.00557,0.0124,0.18,0.516,116.911,4
Get Lost,Killen.,Highlight,2024-11-08,38,212325,False,https://p.scdn.co/mp3-preview/0efab2ec5f21a77bdfddc67aa2cf9f39dde5b79e?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/5P2fPoLx8DG10KfUGHI2pp,5P2fPoLx8DG10KfUGHI2pp,0.729,0.816,1,-6.676,1,0.0508,0.328,0.218,0.115,0.27,130.105,4
Songs,"half•alive, Jordana",Songs,2024-11-08,42,200487,False,https://p.scdn.co/mp3-preview/0e5a73f0294df4b74c32af441066b02df9b02e73?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/39GSMevjvCjRjO4FRVjFCf,39GSMevjvCjRjO4FRVjFCf,0.653,0.471,8,-10.368,1,0.0452,0.671,0.000786,0.103,0.442,172.082,4
5000 Degrees,"PHABO, Josef Lamercier",5000 Degrees,2024-11-06,34,93734,False,https://p.scdn.co/mp3-preview/90d7b3e75d047c368737025dfcdde6e606643e3f?cid=ba885e55a755485696432cb609741279,https://open.spotify.com/track/090KEJzeOvKL2ST7cCQrMd,090KEJzeOvKL2ST7cCQrMd,0.656,0.671,4,-6.653,0,0.188,0.123,0.0,0.465,0.532,85.202,4
